battery_power,bluetooth,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
875,0,0.7,0,2.0,0,23,0.1,110.0,7,7,300,1316,756.0,14,5,6,0,0,0,0
1602,0,0.6,0,12.0,0,58,0.4,170.0,1,13,1259,1746,3622.0,17,2,17,0,1,1,3
1426,0,1.6,0,4.0,1,12,0.7,174.0,5,16,1573,1694,1277.0,14,9,5,1,0,0,1
1370,0,1.4,0,5.0,1,6,0.2,158.0,6,8,1392,1783,3703.0,13,10,11,1,1,0,3
609,1,0.5,0,4.0,1,10,0.1,81.0,6,6,113,1524,1905.0,16,3,18,1,1,1,1
840,0,1.2,1,5.0,1,15,0.3,178.0,6,8,526,1728,2636.0,12,2,6,1,1,0,2
991,0,2.0,0,2.0,1,12,0.3,158.0,5,6,1209,1678,2014.0,11,9,10,1,0,0,2
1724,1,1.8,0,0.0,1,9,0.8,100.0,2,1,655,828,3056.0,18,16,6,1,0,0,3
584,1,1.8,0,0.0,1,19,0.3,168.0,3,0,1123,1622,465.0,12,8,4,1,1,0,0
860,1,1.3,1,1.0,1,49,0.7,141.0,6,13,692,979,3869.0,16,14,20,1,1,1,3
1541,1,2.8,1,10.0,1,28,0.2,165.0,5,15,796,1052,1108.0,12,1,7,1,0,1,1
615,1,0.5,1,7.0,0,58,0.5,130.0,5,8,1021,1958,1906.0,14,5,5,1,0,0,1
912,1,2.8,1,6.0,1,46,0.4,84.0,4,11,995,1310,851.0,8,4,4,1,1,1,0
1278,1,1.2,0,10.0,1,60,0.6,172.0,7,14,1244,1504,3142.0,11,4,19,1,0,1,3
1365,0,0.6,0,0.0,1,31,0.3,125.0,4,0,293,970,1300.0,14,7,13,1,0,1,0
1702,0,1.0,0,7.0,0,36,0.1,177.0,5,9,1240,1931,1430.0,8,6,10,0,0,0,2
589,1,0.5,0,1.0,1,59,0.7,146.0,8,4,759,1858,362.0,16,10,6,1,1,1,0
1347,0,1.5,1,10.0,0,56,0.3,95.0,1,19,398,1528,2456.0,13,0,13,1,1,1,2
1644,0,2.8,0,0.0,1,44,1.0,137.0,8,0,358,791,2360.0,7,4,19,1,0,0,2
956,0,1.9,1,1.0,0,42,0.1,133.0,7,11,403,1614,3700.0,10,0,7,1,1,0,3
1089,0,1.4,1,10.0,0,2,0.1,153.0,7,20,211,1409,2620.0,7,5,13,1,0,0,2
871,0,0.6,0,2.0,0,52,0.1,178.0,3,3,194,1437,437.0,14,7,17,1,0,0,0
664,0,1.5,0,5.0,1,6,0.9,164.0,2,19,1076,1472,3774.0,11,5,18,1,0,0,3
1874,1,0.6,0,1.0,0,19,0.8,192.0,2,9,1238,1418,1218.0,15,10,17,0,1,0,1
1928,0,2.6,0,5.0,0,5,0.8,162.0,5,16,229,1004,696.0,14,12,15,1,1,1,0
888,0,2.6,1,2.0,1,33,0.4,198.0,2,17,327,1683,3407.0,12,1,20,1,0,0,3
1077,1,1.7,1,1.0,0,58,0.8,86.0,7,13,135,1892,3902.0,9,3,3,1,0,0,3
1023,1,2.3,1,5.0,1,30,0.2,80.0,8,7,5,1744,2086.0,10,0,19,1,1,1,1
1426,1,0.8,0,2.0,1,42,0.6,84.0,3,10,715,1163,1356.0,15,9,16,1,0,1,1
831,0,1.7,1,7.0,1,26,0.7,177.0,5,11,511,621,1704.0,6,5,20,1,1,1,0
1496,1,1.3,1,0.0,1,6,0.5,85.0,3,9,549,1383,3571.0,16,1,11,1,1,1,3
1433,1,2.3,0,2.0,1,5,0.1,129.0,5,11,420,784,2132.0,18,15,19,1,0,1,1
1095,1,2.6,1,0.0,1,44,0.7,103.0,4,5,838,1066,3209.0,13,11,8,1,1,1,3
643,1,0.7,1,3.0,1,23,0.8,156.0,1,9,314,1400,2096.0,13,6,2,1,0,0,1
1142,1,1.1,0,0.0,1,6,0.5,198.0,4,0,739,1766,1273.0,19,0,6,1,0,0,1
730,1,0.5,1,3.0,1,27,0.1,112.0,5,10,62,846,3623.0,9,4,15,1,1,0,2
1901,1,0.5,0,5.0,1,41,0.6,131.0,2,17,3,1662,368.0,5,1,12,1,0,0,0
1510,0,0.6,1,1.0,0,32,0.7,135.0,3,8,963,1520,854.0,8,2,10,1,0,1,1
1924,0,2.6,0,0.0,1,59,0.9,136.0,6,0,1438,1923,3646.0,10,9,16,1,0,1,3
1825,0,1.1,1,13.0,1,17,0.1,157.0,4,18,1621,1773,3130.0,12,4,2,1,0,1,3
1275,1,0.5,1,3.0,1,5,0.2,152.0,1,9,19,501,3784.0,13,4,4,1,1,0,3
987,1,2.3,0,9.0,0,17,0.8,124.0,7,17,887,1274,3885.0,11,0,14,1,1,0,3
1538,1,2.3,0,6.0,1,13,0.2,121.0,7,7,567,986,1494.0,18,10,12,1,1,1,1
1965,1,0.5,0,4.0,1,29,0.5,149.0,5,13,584,676,2973.0,11,1,20,1,1,1,3
808,0,1.9,0,7.0,0,20,0.8,185.0,6,14,496,974,1471.0,13,4,11,0,1,0,0
712,0,0.5,0,6.0,0,27,0.5,86.0,2,11,1245,1309,2001.0,11,10,12,1,1,1,1
1507,1,0.9,1,0.0,1,42,0.4,123.0,5,0,682,888,1486.0,15,3,19,1,0,0,1
912,0,0.7,0,3.0,0,47,0.9,182.0,3,6,724,794,1321.0,7,2,6,0,1,1,0
769,1,1.2,0,2.0,0,17,0.1,95.0,8,4,1384,1454,1877.0,18,2,11,0,0,1,1
948,0,2.3,0,14.0,0,22,0.1,173.0,5,20,257,1654,3499.0,11,7,19,1,1,1,3
507,1,1.9,1,0.0,1,39,0.7,142.0,1,0,17,1084,2124.0,6,0,12,1,1,0,1
1384,1,2.8,1,15.0,0,60,0.1,82.0,3,18,983,1210,1221.0,18,12,15,1,0,1,1
1766,1,1.3,0,1.0,0,29,0.5,194.0,8,20,439,1306,2316.0,19,2,6,0,0,1,2
1407,0,1.8,1,5.0,1,16,0.2,170.0,4,6,925,1206,1068.0,6,0,8,1,1,0,1
614,0,2.9,1,3.0,1,24,0.2,94.0,4,7,409,603,1930.0,13,12,4,1,0,1,1
1972,0,2.9,0,9.0,0,14,0.4,960.0,7,18,293,952,1316.0,8,1,8,1,1,0,1
1039,0,0.5,1,8.0,0,47,0.2,130.0,8,9,384,1878,1742.0,18,12,15,1,0,0,1
511,1,3.0,1,5.0,1,34,0.9,125.0,8,13,149,1285,3265.0,14,7,14,1,0,0,2
1811,1,2.5,0,4.0,1,5,0.6,98.0,4,16,447,568,2700.0,13,7,8,1,1,1,2
1159,0,1.5,0,3.0,0,36,0.4,104.0,4,8,717,1206,2115.0,8,7,18,0,0,0,2
1848,0,1.3,1,7.0,0,12,0.1,178.0,2,19,195,533,3915.0,9,7,8,0,0,1,3
1988,1,0.5,0,0.0,1,16,0.1,94.0,8,1,153,696,3144.0,16,2,14,1,0,0,3
1469,0,0.5,0,3.0,1,58,0.5,150.0,7,8,1699,1850,1571.0,17,16,2,1,0,0,2
1423,0,0.6,0,12.0,0,44,0.8,131.0,5,13,501,640,2253.0,10,8,9,0,0,0,1
1974,0,0.5,1,9.0,0,10,0.8,145.0,6,12,530,1496,1433.0,6,1,17,0,0,0,1
835,0,0.8,1,2.0,1,42,0.8,128.0,5,18,396,1378,2583.0,15,2,13,1,1,1,2
1429,0,0.6,0,8.0,0,42,0.9,151.0,5,9,670,1552,1817.0,6,1,16,1,0,0,1
947,1,0.5,0,1.0,1,51,0.1,144.0,2,15,193,887,2915.0,17,1,6,1,1,1,2
1446,1,2.8,1,0.0,1,18,0.3,178.0,8,1,351,1769,3340.0,8,0,16,1,1,1,3
1332,0,1.3,1,5.0,1,7,0.8,168.0,7,19,846,855,2790.0,19,11,10,1,1,0,2
1498,1,1.2,1,0.0,1,14,0.1,191.0,4,1,111,1167,577.0,14,12,12,1,1,0,0
1576,1,0.9,1,0.0,1,14,0.4,173.0,2,4,1213,1386,3220.0,17,2,6,1,1,0,3
1398,0,1.6,1,8.0,1,26,0.8,150.0,1,12,755,1284,3488.0,14,3,11,1,1,0,3
1885,0,2.4,1,12.0,1,14,0.6,92.0,4,15,1406,1517,1277.0,9,6,16,1,0,1,1
798,1,0.5,1,7.0,0,2,0.8,148.0,2,15,497,627,3593.0,14,9,3,0,1,0,2
1436,0,2.5,1,0.0,1,42,0.9,124.0,8,1,1826,1836,2736.0,12,5,19,1,1,0,3
1998,1,1.2,0,8.0,0,31,0.6,196.0,8,19,50,1356,2311.0,17,9,18,1,1,0,2
1321,1,1.3,0,0.0,1,63,0.4,109.0,8,9,817,941,1464.0,7,6,16,1,1,1,1
1021,0,1.3,0,7.0,0,9,0.7,192.0,2,12,901,1793,1355.0,6,1,14,1,1,0,1
1339,1,2.3,1,0.0,0,40,0.1,123.0,2,1,212,1269,2382.0,6,4,7,1,0,1,2
1210,1,1.6,1,9.0,0,57,0.5,111.0,4,20,329,1039,1886.0,16,0,17,1,0,1,1
1949,1,0.5,1,2.0,1,31,0.1,145.0,5,9,837,1182,832.0,7,3,19,1,0,0,1
882,0,0.7,1,9.0,1,28,0.2,151.0,6,16,248,884,751.0,19,11,8,1,0,1,0
1549,1,1.5,1,0.0,1,27,0.4,113.0,5,7,632,1162,436.0,10,8,11,1,0,0,0
1991,0,2.2,1,1.0,1,42,0.7,82.0,1,13,366,613,722.0,6,5,10,1,1,0,0
796,0,0.5,0,2.0,0,12,0.5,114.0,1,8,174,518,1075.0,7,3,2,0,1,0,0
1012,0,0.5,1,4.0,0,39,0.1,161.0,4,6,882,1195,2802.0,8,0,10,1,1,0,2
1318,0,1.9,1,0.0,1,11,0.8,188.0,2,15,688,1591,1780.0,12,10,2,1,0,0,1
1708,0,0.8,0,8.0,1,14,0.9,197.0,4,16,263,1345,1247.0,19,16,16,1,0,0,1
598,1,0.8,1,8.0,1,62,0.1,117.0,8,9,118,764,3066.0,11,2,19,1,1,0,2
541,1,2.3,0,4.0,0,51,0.4,200.0,8,17,1012,1226,403.0,11,2,12,0,0,0,0
818,0,0.5,1,2.0,1,23,0.2,192.0,5,17,586,1552,2518.0,19,12,3,1,1,0,2
1414,0,0.5,0,0.0,1,15,0.8,168.0,2,0,294,1233,1069.0,18,6,14,1,0,0,0
601,1,1.7,1,3.0,1,6,0.8,169.0,4,11,818,1827,2651.0,14,8,9,1,0,1,2
561,1,2.8,1,2.0,1,40,0.1,99.0,7,6,426,865,2974.0,15,12,19,1,0,1,2
1616,1,2.3,1,3.0,0,52,0.1,100.0,5,8,151,1133,657.0,7,3,2,1,1,0,0
1263,1,1.4,1,1.0,1,32,0.4,103.0,2,2,409,644,3372.0,18,13,10,1,1,0,3
1604,1,1.9,1,0.0,1,63,0.6,93.0,5,2,641,1156,1464.0,15,9,20,1,1,0,1
539,0,2.0,1,1.0,0,24,0.5,86.0,4,2,958,967,1326.0,7,4,3,1,1,0,0
1071,0,2.6,0,0.0,0,49,0.3,199.0,4,5,1328,1970,3393.0,6,5,7,1,0,0,3
826,0,0.5,1,0.0,1,57,0.5,135.0,2,0,354,530,323.0,17,3,7,1,0,1,0
771,0,2.9,0,2.0,0,62,0.7,106.0,1,8,1709,1781,1628.0,9,3,6,0,1,0,1
1811,0,2.9,0,0.0,0,33,0.2,132.0,8,2,1099,1553,2610.0,8,3,13,1,1,0,3
1842,1,2.2,1,7.0,0,56,0.4,179.0,4,10,783,1227,3721.0,16,11,4,0,1,1,3
1420,0,2.8,1,1.0,0,50,0.1,100.0,8,8,194,1393,763.0,17,1,17,0,1,1,0
1763,0,0.5,1,12.0,0,10,0.2,184.0,3,19,238,1893,792.0,17,12,13,1,0,1,0
1163,1,1.9,0,6.0,0,2,0.9,133.0,5,20,919,1076,1568.0,14,0,19,1,0,0,1
1805,1,0.5,0,0.0,0,29,0.2,182.0,4,2,758,891,1276.0,19,4,17,0,1,0,1
610,1,1.6,1,9.0,0,52,0.4,90.0,4,19,1039,1273,3472.0,10,4,12,1,1,1,3
1533,1,1.1,1,18.0,1,17,0.3,160.0,4,20,1054,1393,2520.0,8,2,11,1,0,1,2
1924,0,0.5,0,3.0,1,63,0.3,111.0,2,10,122,686,3423.0,13,3,19,1,0,0,3
1801,0,0.5,1,6.0,0,52,0.9,120.0,6,10,100,1708,258.0,14,8,9,1,0,0,0
1726,1,1.9,0,1.0,1,42,0.6,106.0,5,3,1221,1804,1868.0,16,7,6,1,0,0,2
794,0,2.5,1,15.0,0,14,0.6,197.0,3,19,312,1376,2171.0,19,8,18,0,0,1,1
1686,1,0.5,1,4.0,0,28,0.8,182.0,5,8,599,1073,780.0,11,10,5,0,0,0,0
1444,1,2.1,1,0.0,0,6,0.9,103.0,1,1,1274,1340,712.0,17,5,10,0,0,0,0
1004,0,1.6,1,0.0,1,30,1.0,160.0,8,1,62,581,1012.0,7,4,13,1,1,1,0
1242,1,2.4,0,8.0,0,28,0.2,166.0,4,9,315,1796,318.0,11,10,19,1,0,0,0
539,0,1.5,0,6.0,1,26,0.2,137.0,6,8,1123,1709,3948.0,18,11,15,1,1,1,3
717,0,1.1,1,2.0,1,14,0.1,99.0,8,6,1878,1981,629.0,16,15,20,1,0,0,0
1540,0,0.7,1,0.0,1,29,0.1,157.0,7,1,318,831,1161.0,11,8,5,1,0,0,0
672,0,0.5,0,7.0,1,35,0.1,99.0,8,17,574,1267,1403.0,16,7,6,1,0,0,0
1325,1,0.5,0,0.0,1,13,1.0,133.0,4,8,1353,1915,3707.0,19,3,18,1,1,0,3
950,0,0.5,0,6.0,1,55,0.1,124.0,8,7,86,1681,1305.0,6,5,4,1,0,1,0
948,0,1.5,1,6.0,0,18,0.3,119.0,4,7,340,1728,2926.0,17,13,9,1,1,1,2
1328,1,0.5,0,5.0,1,27,0.3,144.0,3,18,602,1156,2674.0,7,2,5,1,0,1,2
1447,0,0.5,0,3.0,0,40,0.7,184.0,2,5,963,1062,471.0,8,4,20,0,0,1,0
1973,1,0.5,1,3.0,0,21,0.8,95.0,8,7,127,507,1724.0,12,10,8,0,0,1,1
1731,1,2.3,1,18.0,0,60,0.5,171.0,4,20,142,1039,1220.0,9,3,20,0,1,0,1
1617,0,1.5,0,1.0,1,63,0.7,111.0,2,10,274,1079,2754.0,19,10,8,1,1,1,2
1791,1,0.5,1,1.0,1,33,0.5,110.0,5,4,371,682,594.0,17,8,16,1,0,1,0
851,0,2.3,1,7.0,1,54,1.0,101.0,2,9,788,1007,1005.0,12,2,14,1,0,1,0
856,0,1.9,1,0.0,1,14,0.6,115.0,1,7,395,1027,2439.0,6,3,12,1,1,1,1
714,1,0.5,0,1.0,0,30,0.3,145.0,4,2,643,1527,2302.0,12,10,10,0,1,1,1
951,0,0.5,0,6.0,1,15,0.6,81.0,2,17,854,935,1083.0,16,11,16,1,1,0,0
1303,1,2.1,0,6.0,1,10,0.4,109.0,8,15,1335,1873,2219.0,9,3,15,1,1,1,2
1550,1,2.7,0,2.0,0,32,0.1,126.0,7,5,1541,1619,1571.0,12,3,14,0,0,0,2
1759,1,1.4,0,10.0,1,15,0.4,101.0,4,13,382,1163,2107.0,18,5,16,1,1,0,2
1448,0,0.5,1,18.0,0,2,0.2,100.0,5,19,846,1144,593.0,9,4,18,1,1,1,0
1987,1,1.9,0,0.0,0,50,0.7,119.0,8,18,960,1925,857.0,12,4,6,1,1,0,1
908,0,2.1,0,1.0,0,44,0.6,95.0,5,2,154,941,3518.0,16,12,7,1,1,1,3
820,0,0.5,1,2.0,0,58,0.3,160.0,4,4,468,694,1284.0,17,7,17,0,0,1,0
904,0,2.7,1,4.0,0,19,0.6,147.0,6,7,1094,1496,545.0,19,18,16,0,0,0,0
667,0,1.3,1,4.0,1,6,0.1,149.0,6,10,272,870,3566.0,9,5,12,1,0,1,2
1109,0,2.1,0,1.0,0,34,0.1,173.0,1,4,165,1103,2821.0,13,5,17,1,0,1,2
1333,0,1.4,0,3.0,1,59,0.7,183.0,7,5,394,1301,3442.0,18,16,5,1,1,0,3
1352,0,2.4,0,5.0,1,6,0.9,92.0,6,9,629,1299,1309.0,12,1,14,1,0,0,1
1600,0,2.5,1,1.0,0,19,0.6,88.0,6,9,831,1713,1179.0,10,3,18,0,0,1,1
1454,0,1.4,1,8.0,0,37,0.8,80.0,8,20,903,910,1713.0,16,0,19,0,0,0,1
1489,0,2.1,1,0.0,0,9,0.4,169.0,3,1,923,1759,1663.0,9,3,14,1,0,1,1
1823,0,2.8,1,11.0,0,10,0.6,81.0,8,19,362,1250,1812.0,5,0,19,1,1,1,2
1581,1,1.0,0,9.0,0,41,0.4,172.0,4,19,693,850,1384.0,19,9,2,0,1,1,1
1672,1,1.7,1,1.0,1,44,0.5,172.0,8,4,1250,1435,1348.0,11,6,7,1,1,1,1
1283,1,0.7,1,0.0,1,27,0.2,80.0,4,6,1135,1923,3957.0,17,15,6,1,0,0,3
630,0,2.0,0,9.0,1,14,0.5,180.0,8,13,66,1448,1212.0,12,8,12,1,0,0,0
659,0,2.2,0,0.0,1,24,0.7,151.0,8,2,924,1877,3925.0,8,1,10,1,1,1,3
1811,1,0.5,1,0.0,0,32,1.0,115.0,6,0,204,1132,348.0,17,11,18,1,0,1,0
688,1,2.5,0,9.0,0,40,0.2,109.0,5,20,376,1957,1382.0,12,7,8,0,1,0,1
514,1,2.9,1,5.0,0,18,0.7,141.0,2,8,1083,1492,980.0,13,7,16,0,0,1,0
1933,0,2.8,1,1.0,0,16,0.5,154.0,3,9,229,1473,838.0,14,2,18,0,1,0,0
915,0,2.0,0,8.0,1,31,0.3,91.0,3,20,875,1316,378.0,11,6,9,1,1,0,0
1006,0,2.2,1,4.0,1,22,0.8,135.0,4,8,35,991,909.0,18,4,7,1,0,1,0
1134,1,0.9,0,2.0,1,13,0.4,92.0,4,19,18,903,3632.0,17,8,19,1,1,0,3
599,1,2.9,0,0.0,1,64,0.3,186.0,8,1,103,646,3396.0,5,3,7,1,0,0,2
973,0,0.5,1,5.0,0,53,0.5,196.0,5,7,105,588,1861.0,13,10,16,0,1,0,1
1180,1,2.5,0,0.0,1,27,0.1,90.0,6,1,168,540,348.0,7,5,19,1,1,1,0
1237,1,2.5,0,7.0,0,13,0.8,98.0,4,12,18,1004,2528.0,11,8,16,0,0,0,2
659,0,0.5,1,7.0,1,5,0.3,169.0,8,10,659,730,2190.0,16,10,16,1,1,0,1
1142,1,1.4,1,6.0,0,6,0.7,190.0,8,8,534,855,663.0,12,4,5,0,1,1,0
1002,0,2.7,1,16.0,1,11,0.4,185.0,6,18,285,512,961.0,10,7,19,1,0,1,0
1392,0,2.5,0,0.0,1,44,0.7,113.0,4,2,482,1098,1280.0,8,1,16,1,0,1,1
602,0,0.9,0,9.0,0,50,0.9,141.0,8,18,1571,1717,2189.0,7,5,16,0,1,0,2
1249,1,0.5,0,3.0,1,55,0.8,140.0,3,8,605,1193,531.0,18,10,13,1,1,1,0
531,1,0.5,1,0.0,1,12,0.5,121.0,4,3,158,1657,2331.0,18,12,20,1,0,1,1
1450,0,2.1,0,1.0,0,31,0.6,114.0,5,4,1573,1639,794.0,11,5,9,0,1,1,1
1342,0,2.8,0,1.0,0,50,0.1,173.0,1,8,127,620,2644.0,7,2,11,0,1,1,2
832,1,0.5,0,5.0,1,22,0.6,198.0,1,8,343,1431,1666.0,15,4,20,1,1,1,1
867,1,1.5,0,0.0,1,57,0.1,159.0,4,0,289,724,2157.0,8,6,18,1,0,0,1
1404,0,2.1,0,16.0,0,44,0.9,151.0,1,20,1703,1880,1196.0,10,6,5,0,0,1,1
840,0,0.9,1,6.0,0,33,0.7,150.0,6,7,1482,1591,2072.0,10,8,19,0,1,0,2
1368,0,0.5,0,10.0,1,42,0.2,91.0,1,20,907,925,1590.0,12,0,14,1,0,0,1
1927,0,0.9,1,3.0,0,11,0.4,190.0,8,12,491,1506,2916.0,16,11,18,0,1,1,3
1714,0,0.5,1,7.0,0,31,0.4,120.0,2,10,287,627,3707.0,5,1,19,0,0,1,3
1201,1,0.5,0,1.0,1,10,0.4,198.0,6,5,1151,1723,726.0,11,4,3,1,1,0,0
1796,1,2.3,0,4.0,0,44,0.9,184.0,2,11,1024,1363,3577.0,17,7,4,1,1,0,3
1147,0,0.8,1,11.0,0,28,0.7,158.0,6,13,1085,1134,2627.0,18,3,15,1,0,1,2
776,1,1.7,0,0.0,1,20,1.0,146.0,4,9,991,1803,685.0,15,11,7,1,1,1,0
510,0,2.6,0,0.0,0,33,0.1,110.0,6,10,1052,1897,1693.0,6,2,5,0,1,0,1
1045,1,1.2,1,3.0,1,40,0.1,175.0,6,7,1078,1564,2137.0,11,8,12,1,0,1,2
1497,1,0.9,1,4.0,1,10,0.1,153.0,8,20,98,977,3696.0,9,0,3,1,0,1,3
1425,1,0.6,0,0.0,1,33,0.5,89.0,3,2,396,1648,3771.0,10,3,9,1,0,1,3
726,0,2.2,0,0.0,1,40,0.8,94.0,4,20,323,978,1342.0,16,11,4,1,1,1,0
1576,1,2.0,0,0.0,1,20,0.6,148.0,3,0,410,1551,1379.0,17,1,16,1,0,1,1
714,1,2.1,1,5.0,1,11,0.1,197.0,3,6,1750,1857,1164.0,15,12,19,1,1,0,1
1595,0,1.9,1,1.0,0,63,0.9,88.0,1,20,1475,1988,908.0,18,13,6,0,0,1,1
541,0,1.0,0,0.0,1,10,0.4,127.0,4,0,1836,1873,1019.0,19,9,15,1,1,0,1
1617,1,2.6,0,14.0,0,29,0.9,113.0,6,20,283,676,3685.0,13,1,18,0,0,0,3
1154,0,1.1,1,2.0,1,5,0.2,98.0,1,13,539,1240,1470.0,12,0,12,1,0,0,1
1638,0,1.0,0,6.0,0,2,0.2,189.0,1,11,440,563,2299.0,19,9,9,1,1,1,2
1150,1,2.7,0,0.0,0,39,0.4,151.0,8,1,397,800,999.0,6,2,11,1,1,0,0
1254,1,2.3,0,0.0,1,44,0.2,149.0,1,10,204,1021,3011.0,7,4,12,1,1,0,2
1806,1,2.0,1,2.0,1,54,0.1,117.0,1,11,347,727,3142.0,13,0,6,1,0,1,3
603,0,1.5,0,8.0,0,12,0.7,114.0,6,20,1003,1284,1543.0,7,5,19,1,1,0,1
1834,0,2.1,0,7.0,1,40,0.1,99.0,4,11,0,1987,3692.0,13,0,16,1,1,0,3
520,0,2.3,0,0.0,1,31,0.8,145.0,6,14,264,519,2753.0,13,7,17,1,0,1,1
565,0,0.6,1,1.0,0,50,0.1,158.0,2,8,543,703,2156.0,13,6,6,1,1,1,1
1689,1,0.5,0,11.0,0,9,0.5,150.0,5,15,467,675,2637.0,8,4,3,1,0,0,2
742,1,2.3,0,0.0,0,21,0.7,104.0,8,1,875,925,331.0,11,8,7,1,0,0,0
1143,0,1.2,1,1.0,1,22,1.0,125.0,3,6,1116,1724,1214.0,12,5,16,1,1,0,1
761,1,0.5,0,9.0,0,3,0.8,196.0,7,15,1325,1945,2248.0,19,3,15,1,1,1,2
959,1,1.3,1,0.0,0,36,0.4,196.0,5,14,1313,1331,3073.0,19,1,8,1,1,1,3
772,1,1.2,1,7.0,1,8,0.6,134.0,7,8,552,1802,422.0,7,6,15,1,0,0,0
1015,1,0.8,0,5.0,0,12,0.5,102.0,3,14,335,679,2293.0,5,1,2,0,1,0,1
1824,1,1.9,1,9.0,1,2,0.7,103.0,1,14,50,1105,3958.0,12,2,19,1,1,0,3
1130,1,0.5,1,1.0,1,29,0.7,130.0,1,14,593,1327,432.0,6,1,10,1,1,1,0
1183,1,0.5,1,3.0,1,48,0.1,120.0,8,12,268,1010,1152.0,8,3,3,1,0,0,0
574,1,2.0,1,0.0,1,26,0.5,118.0,6,2,382,1364,1303.0,8,4,2,1,0,1,0
1472,0,3.0,0,4.0,1,20,0.3,169.0,2,6,443,892,797.0,6,1,11,1,1,0,0
1868,1,0.5,0,2.0,1,40,0.9,179.0,8,17,576,884,298.0,8,2,17,1,1,0,0
1375,0,2.9,0,2.0,0,20,0.4,147.0,6,7,596,679,3847.0,8,0,12,1,0,1,3
881,0,1.0,0,1.0,0,64,0.5,160.0,3,6,115,636,2110.0,18,9,6,1,1,1,1
1742,1,0.5,1,5.0,1,43,0.9,176.0,3,7,356,1407,1921.0,9,2,3,1,1,0,2
1225,0,0.7,1,6.0,0,60,0.1,107.0,2,15,10,1567,2423.0,17,11,6,1,0,0,2
1970,1,0.5,1,0.0,1,15,1.0,132.0,2,0,1399,1684,1658.0,15,9,20,1,1,1,2
1186,1,0.5,1,2.0,0,21,0.4,160.0,8,4,68,584,2361.0,17,8,7,1,0,0,1
1762,0,0.7,0,7.0,0,60,0.1,157.0,4,10,643,790,1380.0,14,5,14,1,0,0,1
1731,1,1.4,1,4.0,1,4,0.5,163.0,6,18,809,1988,3892.0,5,1,4,1,1,1,3
852,0,1.8,1,5.0,1,8,0.8,160.0,5,9,683,1349,315.0,7,6,20,1,0,0,0
848,1,1.5,1,4.0,1,36,0.3,151.0,4,16,56,527,2289.0,10,2,19,1,1,1,1
1575,0,2.5,1,0.0,1,11,0.2,185.0,7,20,492,818,2182.0,7,3,17,1,1,0,2
1554,0,2.8,1,7.0,0,23,0.1,105.0,6,18,699,1492,2184.0,13,9,20,1,0,1,2
1972,1,1.6,0,0.0,0,48,0.5,92.0,8,2,290,804,2872.0,7,2,11,1,0,1,3
827,1,0.6,1,9.0,1,35,0.2,87.0,6,17,23,826,2367.0,5,3,15,1,0,1,1
1063,0,1.5,0,7.0,0,3,0.9,155.0,4,10,394,849,1919.0,12,10,20,1,1,0,1
1695,0,2.3,1,1.0,0,34,0.4,84.0,5,10,713,1742,3296.0,17,6,14,0,0,0,3
1343,0,2.4,1,5.0,1,14,0.9,81.0,8,10,1063,1205,462.0,18,7,11,1,1,1,0
834,0,0.5,0,2.0,1,27,0.2,123.0,1,16,1421,1463,1591.0,11,9,20,1,1,0,1
595,0,2.6,0,0.0,1,20,0.4,122.0,2,18,623,816,1593.0,19,11,2,1,0,1,0
1081,1,1.9,1,13.0,1,42,0.1,101.0,7,17,83,816,2456.0,7,4,7,1,0,0,1
911,0,1.4,1,3.0,0,14,0.7,199.0,4,4,1563,1692,2933.0,16,3,11,0,1,0,3
844,0,2.2,1,1.0,1,22,0.9,197.0,7,2,777,1995,3154.0,14,11,7,1,0,0,3
1335,1,3.0,0,3.0,0,60,0.8,180.0,2,4,83,559,3615.0,5,2,9,1,0,0,3
1883,0,1.6,0,9.0,0,24,0.1,87.0,1,16,203,915,3563.0,17,10,3,0,0,0,3
1128,1,0.5,1,6.0,0,33,0.6,147.0,8,7,938,1226,1440.0,17,15,19,1,0,0,1
826,1,2.4,1,14.0,1,57,0.6,117.0,2,17,1077,1183,1907.0,15,14,5,1,0,0,1
1650,0,2.3,0,0.0,1,38,0.7,89.0,1,1,773,881,324.0,14,10,2,1,1,1,0
1162,0,1.0,0,0.0,0,50,0.5,104.0,4,10,332,866,1404.0,10,3,15,1,1,1,1
1517,0,2.5,0,2.0,1,8,0.8,169.0,4,18,570,1645,2738.0,18,16,12,1,0,0,2
963,0,0.5,0,1.0,1,60,0.8,156.0,3,3,742,821,2722.0,12,6,16,1,0,0,2
1837,0,1.0,1,5.0,1,12,0.9,103.0,8,6,1420,1539,2294.0,8,7,20,1,0,1,3
1028,1,2.8,0,1.0,1,30,0.1,930.0,1,10,1801,1923,1424.0,18,4,13,1,0,1,1
1831,1,2.2,1,4.0,0,55,1.0,189.0,8,9,1693,1790,1133.0,14,3,10,0,1,0,1
571,1,2.0,1,5.0,1,58,0.6,101.0,6,11,31,1536,555.0,19,10,11,1,0,1,0
1770,1,2.3,0,0.0,0,9,0.6,183.0,6,5,1098,1373,3785.0,13,10,14,1,0,1,3
970,1,1.3,1,5.0,0,59,0.2,84.0,7,19,1765,1786,3675.0,12,0,12,0,0,0,3
